Time Stamp	Broker	Sequence ID	Trade Type	Symbol	Quantity	Price	Side
10/5/2017 10:33:42 AM	AXA Advisors	31	2	BARK	100	1.19	Sell
10/5/2017 10:33:42 AM	LPL Financial	31	2	VELL	100	12	Sell
10/5/2017 10:33:42 AM	National Planning Corporation	31	2	CARD	100	6.65	Buy
10/5/2017 10:33:42 AM	Wells Fargo Advisors	68	2	CARD	200	6.68	Buy
10/5/2017 10:33:51 AM	LPL Financial	32	2	YLLW	400	11.105	Sell
10/5/2017 10:34:00 AM	Fidelity	31	2	BARK	100	1.195	Buy
10/5/2017 10:34:01 AM	Fidelity	32	2	CARD	200	6.855	Sell
10/5/2017 10:34:01 AM	Charles Schwab	32	K	HOOF	150	39.1	Buy
10/5/2017 10:34:01 AM	Ameriprise Financial	32	K	LOUD	200	10.95	Buy
10/5/2017 10:34:01 AM	TD Ameritrade	32	K	YLLW	200	11	Buy
10/5/2017 10:34:01 AM	Raymond James Financial	32	K	BRIC	5000	30.7	Sell
10/5/2017 10:34:01 AM	AXA Advisors	32	K	LGHT	600	140.005	Sell
10/5/2017 10:34:01 AM	National Planning Corporation	32	K	LGHT	400	140	Buy
10/5/2017 10:34:01 AM	Wells Fargo Advisors	69	K	LGHT	100	140.1	Sell
10/5/2017 10:34:02 AM	Charles Schwab	33	2	LGHT	100	140.05	Buy
10/5/2017 10:34:02 AM	Edward Jones	33	K	BARK	100	1.19	Buy
10/5/2017 10:34:02 AM	TD Ameritrade	33	2	BARK	400	88.3	Buy
10/5/2017 10:34:02 AM	Raymond James Financial	33	K	LGHT	800	98.765	Sell
10/5/2017 10:34:02 AM	AXA Advisors	33	K	HOOF	200	76.48	Sell
10/5/2017 10:34:02 AM	National Planning Corporation	33	2	YLLW	100000	11.1	Sell
10/5/2017 10:34:02 AM	Wells Fargo Advisors	70	2	CARD	700	6.9	Sell
10/5/2017 10:35:05 AM	Charles Schwab	34	K	BRIC	300	30.705	Sell
10/5/2017 10:35:05 AM	Edward Jones	34	K	BRIC	200	30.71	Sell
10/5/2017 10:35:05 AM	Ameriprise Financial	34	K	LGHT	100	140.01	Sell
10/5/2017 10:35:05 AM	TD Ameritrade	34	K	HOOF	100	39.11	Buy
10/5/2017 10:35:05 AM	Raymond James Financial	34	2	LOUD	400	10.96	Sell
10/5/2017 10:35:05 AM	AXA Advisors	34	2	GLOO	500	40.01	Sell
10/5/2017 10:35:05 AM	National Planning Corporation	34	2	CARD	8000	6.555	Buy
10/5/2017 10:35:05 AM	Wells Fargo Advisors	71	2	BRIC	400	30.71	Sell
10/5/2017 10:35:24 AM	Fidelity	33	2	KRIL	30	6.03	Buy
10/5/2017 10:36:22 AM	Wells Fargo Advisors	72	2	YLLW	550	11.205	Sell
10/5/2017 10:37:05 AM	Wells Fargo Advisors	73	2	HOOF	600	39.2	Sell
10/5/2017 10:38:33 AM	Wells Fargo Advisors	75	2	LOUD	200	10.95	Sell
10/5/2017 10:38:57 AM	Wells Fargo Advisors	76	2	YLLW	200	11.3	Sell
10/5/2017 10:39:09 AM	Wells Fargo Advisors	77	2	BRIC	460	30.705	Sell
10/5/2017 10:39:28 AM	Wells Fargo Advisors	78	2	LGHT	500	98.77	Sell
10/5/2017 10:40:00 AM	Fidelity	34	2	BRIC	900	30.69	Buy
10/5/2017 10:40:01 AM	Charles Schwab	35	2	BRIC	1400	30.7	Sell
10/5/2017 10:40:01 AM	Edward Jones	35	K	YLLW	1560	10.8	Buy
10/5/2017 10:40:01 AM	Ameriprise Financial	35	K	BARK	200	140.005	Buy
10/5/2017 10:40:01 AM	TD Ameritrade	35	K	LGHT	100	98.78	Buy
10/5/2017 10:40:01 AM	Raymond James Financial	35	2	HOOF	100	39.12	Sell
10/5/2017 10:40:01 AM	AXA Advisors	35	2	GLOO	100	40.02	Buy
10/5/2017 10:40:01 AM	LPL Financial	35	2	KRIL	300	6.08	Buy
10/5/2017 10:40:01 AM	National Planning Corporation	35	K	KRIL	500	6.075	Buy
10/5/2017 10:40:01 AM	Wells Fargo Advisors	79	2	BARK	100	1.19	Sell
10/5/2017 10:40:40 AM	Fidelity	35	2	VELL	100	12	Sell
10/5/2017 10:40:41 AM	Charles Schwab	36	2	CARD	100	6.65	Buy
10/5/2017 10:40:41 AM	Edward Jones	36	2	CARD	200	6.68	Buy
10/5/2017 10:40:41 AM	Ameriprise Financial	36	2	YLLW	400	11.105	Sell
10/5/2017 10:40:41 AM	TD Ameritrade	36	2	HOOF	500	39.13	Sell
10/5/2017 10:40:41 AM	Raymond James Financial	36	2	YLLW	600	11.11	Sell
10/5/2017 10:40:41 AM	AXA Advisors	36	2	BARK	100	1.195	Buy
10/5/2017 10:40:41 AM	LPL Financial	36	2	CARD	200	6.855	Sell
10/5/2017 10:40:41 AM	National Planning Corporation	36	K	HOOF	150	39.1	Buy
10/5/2017 10:41:50 AM	Fidelity	36	K	LOUD	200	10.95	Buy
10/5/2017 10:41:51 AM	Charles Schwab	37	K	YLLW	200	11	Buy
10/5/2017 10:41:51 AM	Edward Jones	37	K	BRIC	5000	30.7	Sell
10/5/2017 10:41:51 AM	Ameriprise Financial	37	K	LGHT	600	140.005	Sell
10/5/2017 10:41:51 AM	TD Ameritrade	37	K	LGHT	400	140	Buy
10/5/2017 10:41:51 AM	Raymond James Financial	37	K	LGHT	100	140.1	Sell
10/5/2017 10:41:51 AM	AXA Advisors	37	2	LGHT	100	140.05	Buy
10/5/2017 10:41:51 AM	LPL Financial	37	K	BARK	100	1.19	Buy
10/5/2017 10:41:51 AM	Wells Fargo Advisors	81	2	BARK	400	88.3	Buy
10/5/2017 10:42:00 AM	Fidelity	37	K	LGHT	800	98.765	Sell
10/5/2017 10:42:01 AM	Charles Schwab	38	K	HOOF	200	76.48	Sell
10/5/2017 10:42:01 AM	Edward Jones	38	2	YLLW	100000	11.1	Sell
10/5/2017 10:42:01 AM	Ameriprise Financial	38	2	CARD	700	6.9	Sell
10/5/2017 10:42:01 AM	TD Ameritrade	38	K	BRIC	300	30.705	Sell
10/5/2017 10:42:01 AM	Raymond James Financial	38	K	BRIC	200	30.71	Sell
10/5/2017 10:42:01 AM	AXA Advisors	38	K	LGHT	100	140.01	Sell
10/5/2017 10:42:01 AM	LPL Financial	38	K	HOOF	100	39.11	Buy
10/5/2017 10:42:01 AM	National Planning Corporation	38	2	LOUD	400	10.96	Sell
10/5/2017 10:42:01 AM	Wells Fargo Advisors	82	2	GLOO	500	40.01	Sell
10/5/2017 10:43:10 AM	Fidelity	38	2	CARD	8000	6.555	Buy
10/5/2017 10:43:11 AM	Charles Schwab	39	2	BRIC	400	30.71	Sell
10/5/2017 10:43:11 AM	Edward Jones	39	2	KRIL	30	6.03	Buy
10/5/2017 10:43:11 AM	Ameriprise Financial	39	2	YLLW	550	11.205	Sell
10/5/2017 10:43:11 AM	TD Ameritrade	39	2	HOOF	600	39.2	Sell
10/5/2017 10:43:13 AM	AXA Advisors	39	2	LOUD	200	10.95	Sell
10/5/2017 10:43:14 AM	LPL Financial	39	2	YLLW	200	11.3	Sell
10/5/2017 10:43:15 AM	National Planning Corporation	39	2	BRIC	460	30.705	Sell
10/5/2017 10:43:16 AM	Wells Fargo Advisors	83	2	LGHT	500	98.77	Sell
10/5/2017 10:44:20 AM	Fidelity	39	2	BRIC	900	30.69	Buy
10/5/2017 10:44:21 AM	Charles Schwab	40	2	BRIC	1400	30.7	Sell
10/5/2017 10:44:22 AM	Edward Jones	40	K	YLLW	1560	10.8	Buy
10/5/2017 10:44:23 AM	Ameriprise Financial	40	K	CARD	200	140.005	Buy
10/5/2017 10:44:24 AM	TD Ameritrade	40	K	LGHT	100	98.78	Buy
10/5/2017 10:44:25 AM	Raymond James Financial	40	2	HOOF	100	39.12	Sell
10/5/2017 10:44:26 AM	AXA Advisors	40	2	GLOO	100	40.02	Buy
10/5/2017 10:44:27 AM	LPL Financial	40	2	KRIL	300	6.08	Buy
10/5/2017 10:44:28 AM	National Planning Corporation	40	K	KRIL	500	6.075	Buy
10/5/2017 10:44:29 AM	Wells Fargo Advisors	84	2	BARK	100	1.19	Sell
10/5/2017 10:45:00 AM	Fidelity	40	2	VELL	100	12	Sell
10/5/2017 10:45:01 AM	Charles Schwab	41	2	CARD	100	6.65	Buy
10/5/2017 10:45:02 AM	Raymond James Financial	41	2	YLLW	600	11.11	Sell
10/5/2017 10:45:03 AM	TD Ameritrade	41	2	HOOF	500	39.13	Sell
10/5/2017 10:45:04 AM	Ameriprise Financial	41	2	YLLW	400	11.105	Sell
10/5/2017 10:45:05 AM	Edward Jones	41	2	CARD	200	6.68	Buy
10/5/2017 10:45:07 AM	National Planning Corporation	41	K	HOOF	150	39.1	Buy
10/5/2017 10:45:08 AM	LPL Financial	41	2	CARD	200	6.855	Sell
10/5/2017 10:45:09 AM	AXA Advisors	41	2	BARK	100	1.195	Buy
10/5/2017 10:45:10 AM	Waddell & Reed	1	K	LOUD	200	10.95	Buy
10/5/2017 10:46:01 AM	Fidelity	41	K	YLLW	200	11	Buy
10/5/2017 10:46:02 AM	Edward Jones	42	K	LGHT	600	140.005	Sell
10/5/2017 10:46:03 AM	TD Ameritrade	42	K	LGHT	100	140.1	Sell
10/5/2017 10:46:04 AM	Raymond James Financial	42	2	LGHT	100	140.05	Buy
10/5/2017 10:46:05 AM	AXA Advisors	42	K	BARK	100	1.19	Buy
10/5/2017 10:46:08 AM	Charles Schwab	42	K	BRIC	5000	30.7	Sell
10/5/2017 10:46:09 AM	Ameriprise Financial	42	K	LGHT	400	140	Buy
10/5/2017 10:46:11 AM	National Planning Corporation	42	2	BARK	400	88.3	Buy
10/5/2017 10:46:22 AM	Wells Fargo Advisors	86	K	LGHT	800	98.765	Sell
10/5/2017 10:47:01 AM	Wells Fargo Advisors	87	2	CARD	8000	6.555	Buy
10/5/2017 10:47:02 AM	Ameriprise Financial	43	K	BRIC	300	30.705	Sell
10/5/2017 10:47:03 AM	AXA Advisors	43	K	HOOF	100	39.11	Buy
10/5/2017 10:47:04 AM	National Planning Corporation	43	2	GLOO	500	40.01	Sell
10/5/2017 10:47:05 AM	LPL Financial	43	2	LOUD	400	10.96	Sell
10/5/2017 10:47:06 AM	Raymond James Financial	43	K	LGHT	100	140.01	Sell
10/5/2017 10:47:07 AM	TD Ameritrade	43	K	BRIC	200	30.71	Sell
10/5/2017 10:47:08 AM	Edward Jones	43	2	CARD	700	6.9	Sell
10/5/2017 10:47:09 AM	Charles Schwab	43	2	YLLW	100000	11.1	Sell
10/5/2017 10:47:10 AM	Fidelity	42	K	HOOF	200	76.48	Sell
10/5/2017 10:48:08 AM	Waddell & Reed	2	2	BRIC	400	30.71	Sell
10/5/2017 10:49:10 AM	Raymond James Financial	44	2	YLLW	200	11.3	Sell
10/5/2017 10:49:10 AM	AXA Advisors	44	2	BRIC	460	30.705	Sell
10/5/2017 10:49:11 AM	TD Ameritrade	44	2	LOUD	200	10.95	Sell
10/5/2017 10:49:12 AM	Wells Fargo Advisors	88	2	BRIC	1400	30.7	Sell
10/5/2017 10:49:13 AM	Edward Jones	44	2	HOOF	600	39.2	Sell
10/5/2017 10:49:14 AM	Charles Schwab	44	2	YLLW	550	11.205	Sell
10/5/2017 10:49:16 AM	Fidelity	43	2	KRIL	30	6.03	Buy
10/5/2017 10:49:16 AM	LPL Financial	44	2	LGHT	500	98.77	Sell
10/5/2017 10:49:18 AM	National Planning Corporation	44	2	BRIC	900	30.69	Buy
10/5/2017 10:50:20 AM	Ameriprise Financial	45	2	HOOF	100	39.12	Sell
10/5/2017 10:50:21 AM	Edward Jones	45	K	LGHT	100	98.78	Buy
10/5/2017 10:50:22 AM	Charles Schwab	45	K	HOOF	200	140.005	Buy
10/5/2017 10:50:23 AM	Fidelity	44	K	YLLW	1560	10.8	Buy
10/5/2017 10:50:24 AM	Wells Fargo Advisors	89	2	CARD	100	6.65	Buy
10/5/2017 10:50:25 AM	National Planning Corporation	45	2	VELL	100	12	Sell
10/5/2017 10:50:26 AM	LPL Financial	45	2	BARK	100	1.19	Sell
10/5/2017 10:50:27 AM	AXA Advisors	45	K	KRIL	500	6.075	Buy
10/5/2017 10:50:28 AM	Raymond James Financial	45	2	KRIL	300	6.08	Buy
10/5/2017 10:50:29 AM	TD Ameritrade	45	2	GLOO	100	40.02	Buy
10/5/2017 10:51:06 AM	Wells Fargo Advisors	90	2	CARD	200	6.68	Buy
10/5/2017 10:51:11 AM	Raymond James Financial	46	K	HOOF	150	39.1	Buy
10/5/2017 10:51:12 AM	TD Ameritrade	46	2	CARD	200	6.855	Sell
10/5/2017 10:51:13 AM	Ameriprise Financial	46	2	BARK	100	1.195	Buy
10/5/2017 10:51:14 AM	Edward Jones	46	2	YLLW	600	11.11	Sell
10/5/2017 10:51:15 AM	Charles Schwab	46	2	HOOF	500	39.13	Sell
10/5/2017 10:51:16 AM	Fidelity	45	2	YLLW	400	11.105	Sell
10/5/2017 10:51:18 AM	National Planning Corporation	46	K	YLLW	200	11	Buy
10/5/2017 10:51:20 AM	LPL Financial	46	K	LOUD	200	10.95	Buy
10/5/2017 10:52:01 AM	Charles Schwab	47	K	LGHT	600	140.005	Sell
10/5/2017 10:52:03 AM	Ameriprise Financial	47	K	LGHT	100	140.1	Sell
10/5/2017 10:52:04 AM	Raymond James Financial	47	K	BARK	100	1.19	Buy
10/5/2017 10:52:05 AM	TD Ameritrade	47	2	LGHT	100	140.05	Buy
10/5/2017 10:52:06 AM	Edward Jones	47	K	LGHT	400	140	Buy
10/5/2017 10:52:07 AM	Fidelity	46	K	BRIC	5000	30.7	Sell
10/5/2017 10:52:09 AM	National Planning Corporation	47	K	LGHT	800	98.765	Sell
10/5/2017 10:52:10 AM	LPL Financial	47	2	BARK	400	88.3	Buy
10/5/2017 10:52:52 AM	Wells Fargo Advisors	91	K	HOOF	200	76.48	Sell
10/5/2017 10:53:20 AM	Wells Fargo Advisors	92	2	YLLW	100000	11.1	Sell
10/5/2017 10:54:01 AM	Edward Jones	48	K	BRIC	200	30.71	Sell
10/5/2017 10:54:03 AM	Raymond James Financial	48	2	LOUD	400	10.96	Sell
10/5/2017 10:54:06 AM	Ameriprise Financial	48	K	LGHT	100	140.01	Sell
10/5/2017 10:54:07 AM	National Planning Corporation	48	2	BRIC	400	30.71	Sell
10/5/2017 10:54:08 AM	LPL Financial	48	2	CARD	8000	6.555	Buy
10/5/2017 10:54:09 AM	AXA Advisors	48	2	GLOO	500	40.01	Sell
10/5/2017 10:54:10 AM	Charles Schwab	48	K	BRIC	300	30.705	Sell
10/5/2017 10:54:11 AM	TD Ameritrade	48	K	HOOF	100	39.11	Buy
10/5/2017 10:54:12 AM	Fidelity	47	2	CARD	700	6.9	Sell
10/5/2017 10:55:10 AM	Wells Fargo Advisors	93	2	KRIL	30	6.03	Buy
10/5/2017 10:55:39 AM	Wells Fargo Advisors	94	K	YLLW	1560	10.8	Buy
10/5/2017 10:55:40 AM	LPL Financial	49	2	BRIC	900	30.69	Buy
10/5/2017 10:55:41 AM	National Planning Corporation	49	2	BRIC	1400	30.7	Sell
10/5/2017 10:55:42 AM	Fidelity	48	2	YLLW	550	11.205	Sell
10/5/2017 10:55:44 AM	Raymond James Financial	49	2	BRIC	460	30.705	Sell
10/5/2017 10:55:46 AM	TD Ameritrade	49	2	YLLW	200	11.3	Sell
10/5/2017 10:55:47 AM	Ameriprise Financial	49	2	LOUD	200	10.95	Sell
10/5/2017 10:55:49 AM	Charles Schwab	49	2	HOOF	600	39.2	Sell
10/5/2017 10:55:49 AM	AXA Advisors	49	2	LGHT	500	98.77	Sell
10/5/2017 10:55:50 AM	Ameriprise Financial	50	2	HOOF	100	39.12	Sell
10/5/2017 10:55:51 AM	Raymond James Financial	50	2	GLOO	100	40.02	Buy
10/5/2017 10:55:52 AM	LPL Financial	50	K	KRIL	500	6.075	Buy
10/5/2017 10:55:53 AM	National Planning Corporation	50	2	BARK	100	1.19	Sell
10/5/2017 10:55:54 AM	Fidelity	49	K	LOUD	200	140.005	Buy
10/5/2017 10:55:55 AM	Charles Schwab	50	K	LGHT	100	98.78	Buy
10/5/2017 10:55:58 AM	AXA Advisors	50	2	KRIL	300	6.08	Buy
10/5/2017 10:56:00 AM	Wells Fargo Advisors	95	2	VELL	100	12	Sell
10/5/2017 10:57:50 AM	Wells Fargo Advisors	96	2	CARD	100	6.65	Buy
10/5/2017 10:57:54 AM	Wells Fargo Advisors	97	2	CARD	200	6.68	Buy
10/5/2017 10:58:50 AM	Wells Fargo Advisors	98	2	YLLW	400	11.105	Sell
10/5/2017 10:59:00 AM	Fidelity	50	2	HOOF	500	39.13	Sell
10/5/2017 10:59:01 AM	Charles Schwab	51	2	YLLW	600	11.11	Sell
10/5/2017 10:59:40 AM	Wells Fargo Advisors	99	K	VELL	200	140.005	Buy
10/5/2017 10:59:54 AM	Edward Jones	50	K	LGHT	100	98.78	Buy
10/5/2017 10:59:59 AM	Wells Fargo Advisors	100	2	HOOF	100	39.12	Sell
